CUADRO=001 | FILA=8 | PN=PN00001MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO
CUADRO=091 | FILA=35 | PN=PN02451FQ | DESC=2. Cuenta financiera > c. Capitales de corto plazo
CUADRO=091 | FILA=37 | PN=PN02452FQ | DESC=3. Financiamiento excepcional
CUADRO=091 | FILA=39 | PN=PN02453FQ | DESC=4. Flujo de reservas netas del BCRP
CUADRO=091 | FILA=41 | PN=PN02454FQ | DESC=5. Errores y omisiones netos
CUADRO=091 | FILA=45 | PN=PN02455FQ | DESC=1. Ahorro en cuenta corriente
CUADRO=091 | FILA=47 | PN=PN02456FQ | DESC=2. Ingresos de capital
CUADRO=091 | FILA=49 | PN=PN02457FQ | DESC=3. Gastos de capital
CUADRO=091 | FILA=51 | PN=PN02458FQ | DESC=3. Gastos de capital > a. Inversión pública
CUADRO=091 | FILA=52 | PN=PN02459FQ | DESC=3. Gastos de capital > b. Otros gastos de capital
CUADRO=091 | FILA=54 | PN=PN02460FQ | DESC=4. Resultado económico
CUADRO=091 | FILA=56 | PN=PN02461FQ | DESC=5. Financiamiento
CUADRO=091 | FILA=58 | PN=PN02462FQ | DESC=5. Financiamiento > a. Financiamiento externo
CUADRO=091 | FILA=59 | PN=PN02463FQ | DESC=5. Financiamiento > b. Financiamiento interno
CUADRO=091 | FILA=60 | PN=PN02464FQ | DESC=5. Financiamiento > c. Privatización
CUADRO=091 | FILA=64 | PN=PN02465FQ | DESC=5. Financiamiento > c. Privatización > Saldo de deuda pública externa 5/
CUADRO=092 | FILA=5 | PN=- | DESC=SECTORES ECONÓMICOS
CUADRO=092 | FILA=8 | PN=PN02499AQ | DESC=Agropecuario
CUADRO=092 | FILA=10 | PN=PN02500AQ | DESC=Pesca
CUADRO=092 | FILA=12 | PN=PN02501AQ | DESC=Minería e hidrocarburos
CUADRO=092 | FILA=14 | PN=PN02502AQ | DESC=Manufactura
CUADRO=092 | FILA=16 | PN=PN02503AQ | DESC=Electricidad y agua
CUADRO=092 | FILA=18 | PN=PN02504AQ | DESC=Construcción
CUADRO=092 | FILA=20 | PN=PN02505AQ | DESC=Comercio
CUADRO=092 | FILA=22 | PN=PN02506AQ | DESC=Servicios
CUADRO=092 | FILA=24 | PN=PN02507AQ | DESC=PBI GLOBAL 2/
CUADRO=092 | FILA=26 | PN=PN37680AQ | DESC=Sectores primarios
CUADRO=092 | FILA=28 | PN=PN37681AQ | DESC=Sectores no primarios
CUADRO=093 | FILA=5 | PN=- | DESC=SECTORES ECONÓMICOS
CUADRO=093 | FILA=8 | PN=PN37684AQ | DESC=Agropecuario
CUADRO=093 | FILA=10 | PN=PN37685AQ | DESC=Pesca
CUADRO=093 | FILA=12 | PN=PN37686AQ | DESC=Minería e hidrocarburos
CUADRO=093 | FILA=14 | PN=PN37687AQ | DESC=Manufactura
CUADRO=093 | FILA=16 | PN=PN37688AQ | DESC=Electricidad y agua
CUADRO=093 | FILA=18 | PN=PN37689AQ | DESC=Construcción
CUADRO=093 | FILA=20 | PN=PN37690AQ | DESC=Comercio
CUADRO=093 | FILA=22 | PN=PN37691AQ | DESC=Servicios
CUADRO=093 | FILA=24 | PN=PN37692AQ | DESC=PBI GLOBAL 2/
CUADRO=093 | FILA=26 | PN=PN37693AQ | DESC=Sectores primarios
CUADRO=093 | FILA=28 | PN=PN37694AQ | DESC=Sectores no primarios
CUADRO=094 | FILA=8 | PN=PN02517AQ | DESC=I. Demanda interna
CUADRO=094 | FILA=9 | PN=PN02518AQ | DESC=I. Demanda interna > a. Consumo privado
CUADRO=094 | FILA=10 | PN=PN02519AQ | DESC=I. Demanda interna > b. Consumo público
CUADRO=094 | FILA=11 | PN=PN02520AQ | DESC=I. Demanda interna > c. Inversión bruta interna
CUADRO=094 | FILA=12 | PN=PN02521AQ | DESC=I. Demanda interna > c. Inversión bruta interna > Inversión bruta fija
CUADRO=094 | FILA=13 | PN=PN02522AQ | DESC=I. Demanda interna > c. Inversión bruta interna > i. Privada
CUADRO=094 | FILA=14 | PN=PN02523AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública
CUADRO=094 | FILA=16 | PN=PN02524AQ | DESC=II. Exportaciones 2/
CUADRO=094 | FILA=19 | PN=PN02525AQ | DESC=III. Importaciones 2/
CUADRO=094 | FILA=21 | PN=PN02526AQ | DESC=IV. PBI Nota:
CUADRO=094 | FILA=23 | PN=PN37939AQ | DESC=IV. PBI Nota: > PBI desestacionalizado 3/
CUADRO=094 | FILA=24 | PN=PN02527AQ | DESC=IV. PBI Nota: > Demanda interna sin inventarios
CUADRO=094 | FILA=32 | PN=PN02528AQ | DESC=I. Demanda interna
CUADRO=094 | FILA=33 | PN=PN02529AQ | DESC=I. Demanda interna > a. Consumo privado
CUADRO=094 | FILA=34 | PN=PN02530AQ | DESC=I. Demanda interna > b. Consumo público
CUADRO=094 | FILA=35 | PN=PN02531AQ | DESC=I. Demanda interna > c. Inversión bruta interna
CUADRO=094 | FILA=36 | PN=PN02532AQ | DESC=I. Demanda interna > c. Inversión bruta interna > Inversión bruta fija
CUADRO=094 | FILA=37 | PN=PN02533AQ | DESC=I. Demanda interna > c. Inversión bruta interna > i. Privada
CUADRO=094 | FILA=38 | PN=PN02534AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública
CUADRO=094 | FILA=39 | PN=PN02535AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública > Variación de inventarios
CUADRO=094 | FILA=41 | PN=PN02536AQ | DESC=II. Exportaciones 2/
CUADRO=094 | FILA=44 | PN=PN02537AQ | DESC=III. Importaciones 2/
CUADRO=094 | FILA=46 | PN=PN02538AQ | DESC=IV. PBI
CUADRO=095 | FILA=8 | PN=PN02540AQ | DESC=I. Demanda interna
CUADRO=095 | FILA=9 | PN=PN02541AQ | DESC=I. Demanda interna > a. Consumo privado
CUADRO=095 | FILA=10 | PN=PN02542AQ | DESC=I. Demanda interna > b. Consumo público
CUADRO=095 | FILA=11 | PN=PN02543AQ | DESC=I. Demanda interna > c. Inversión bruta interna
CUADRO=095 | FILA=12 | PN=PN02544AQ | DESC=I. Demanda interna > c. Inversión bruta interna > Inversión bruta fija
CUADRO=095 | FILA=13 | PN=PN02545AQ | DESC=I. Demanda interna > c. Inversión bruta interna > i. Privada
CUADRO=095 | FILA=14 | PN=PN02546AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública
CUADRO=095 | FILA=15 | PN=PN02547AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública > Variación de inventarios
CUADRO=095 | FILA=17 | PN=PN02548AQ | DESC=II. Exportaciones 2/ Menos:
CUADRO=095 | FILA=19 | PN=PN02549AQ | DESC=III. Importaciones 2/
CUADRO=095 | FILA=21 | PN=PN02550AQ | DESC=IV. PBI
CUADRO=095 | FILA=30 | PN=PN02551AQ | DESC=I. Demanda interna
CUADRO=095 | FILA=31 | PN=PN02552AQ | DESC=I. Demanda interna > a. Consumo privado
CUADRO=095 | FILA=32 | PN=PN02553AQ | DESC=I. Demanda interna > b. Consumo público
CUADRO=095 | FILA=33 | PN=PN02554AQ | DESC=I. Demanda interna > c. Inversión bruta interna
CUADRO=095 | FILA=34 | PN=PN02555AQ | DESC=I. Demanda interna > c. Inversión bruta interna > Inversión bruta fija
CUADRO=095 | FILA=35 | PN=PN02556AQ | DESC=I. Demanda interna > c. Inversión bruta interna > i. Privada
CUADRO=095 | FILA=36 | PN=PN02557AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública
CUADRO=095 | FILA=37 | PN=PN02558AQ | DESC=I. Demanda interna > c. Inversión bruta interna > ii. Pública > Variación de inventarios
CUADRO=095 | FILA=39 | PN=PN02559AQ | DESC=II. Exportaciones 2/
CUADRO=095 | FILA=42 | PN=PN02560AQ | DESC=III. Importaciones 2/
CUADRO=095 | FILA=44 | PN=PN02561AQ | DESC=IV. PBI
CUADRO=096 | FILA=8 | PN=PN02562AQ | DESC=Producto bruto interno
CUADRO=096 | FILA=10 | PN=PN02563AQ | DESC=+ Renta de factores
CUADRO=096 | FILA=12 | PN=PN02564AQ | DESC=Producto nacional bruto
CUADRO=096 | FILA=14 | PN=PN02565AQ | DESC=Ingreso nacional bruto
CUADRO=096 | FILA=16 | PN=PN02566AQ | DESC=+ Transferencias corrientes
CUADRO=096 | FILA=18 | PN=PN02567AQ | DESC=Ingreso nacional disponible
CUADRO=096 | FILA=20 | PN=PN02568AQ | DESC=Exportaciones de bienes y servicios
CUADRO=096 | FILA=22 | PN=PN02569AQ | DESC=Importaciones de bienes y servicios
CUADRO=096 | FILA=24 | PN=PN02570AQ | DESC=Absorción
CUADRO=096 | FILA=33 | PN=PN02571AQ | DESC=Producto bruto interno
CUADRO=096 | FILA=35 | PN=PN02572AQ | DESC=+ Renta de factores
CUADRO=096 | FILA=37 | PN=PN02573AQ | DESC=Producto nacional bruto
CUADRO=096 | FILA=39 | PN=PN02574AQ | DESC=+ Efecto términos de intercambio
CUADRO=096 | FILA=41 | PN=PN02575AQ | DESC=Ingreso nacional bruto
CUADRO=096 | FILA=43 | PN=PN02576AQ | DESC=+ Transferencias corrientes
CUADRO=096 | FILA=45 | PN=PN02577AQ | DESC=Ingreso nacional disponible
CUADRO=096 | FILA=47 | PN=PN02578AQ | DESC=Exportaciones de bienes y servicios
CUADRO=096 | FILA=49 | PN=PN02579AQ | DESC=Importaciones de bienes y servicios
CUADRO=096 | FILA=51 | PN=PN02580AQ | DESC=Absorción
CUADRO=097 | FILA=8 | PN=PN38975BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4)
CUADRO=097 | FILA=9 | PN=PN38976BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 1. Bienes (a-b)
CUADRO=097 | FILA=10 | PN=PN38977BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 1. Bienes (a-b) > a. Exportaciones 2/
CUADRO=097 | FILA=11 | PN=PN38978BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 1. Bienes (a-b) > b. Importaciones
CUADRO=097 | FILA=12 | PN=PN38979BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 2. Servicios (a-b)
CUADRO=097 | FILA=13 | PN=PN38980BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 2. Servicios (a-b) > a. Exportaciones
CUADRO=097 | FILA=14 | PN=PN38981BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 2. Servicios (a-b) > b. Importaciones
CUADRO=097 | FILA=15 | PN=PN38982BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 3. Ingreso primario (a+b)
CUADRO=097 | FILA=16 | PN=PN38983BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 3. Ingreso primario (a+b) > a. Privado
CUADRO=097 | FILA=17 | PN=PN38984BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 3. Ingreso primario (a+b) > b. Público
CUADRO=097 | FILA=18 | PN=PN38985BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 4. Ingreso secundario
CUADRO=097 | FILA=19 | PN=PN38986BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 4. Ingreso secundario > del cual: Remesas del exterior
CUADRO=097 | FILA=21 | PN=PN38987BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-)
CUADRO=097 | FILA=23 | PN=PN38988BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 1. Sector privado (a-b)
CUADRO=097 | FILA=24 | PN=PN38989BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 1. Sector privado (a-b) > a. Activos
CUADRO=097 | FILA=25 | PN=PN38990BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 1. Sector privado (a-b) > b. Pasivos
CUADRO=097 | FILA=26 | PN=PN38991BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 2. Sector público (a-b)
CUADRO=097 | FILA=27 | PN=PN38992BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 2. Sector público (a-b) > a. Activos
CUADRO=097 | FILA=28 | PN=PN38993BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 2. Sector público (a-b) > b. Pasivos 4/
CUADRO=097 | FILA=29 | PN=PN38994BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 3. Capitales de corto plazo (a-b)
CUADRO=097 | FILA=30 | PN=PN38995BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 3. Capitales de corto plazo (a-b) > a. Activos
CUADRO=097 | FILA=31 | PN=PN38996BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedora neta (+) / Deudora neta (-) > 3. Capitales de corto plazo (a-b) > b. Pasivos
CUADRO=097 | FILA=33 | PN=PN38997BQ | DESC=III. FINANCIAMIENTO EXCEPCIONAL
CUADRO=097 | FILA=35 | PN=PN38998BQ | DESC=IV. ERRORES Y OMISIONES NETOS
CUADRO=097 | FILA=37 | PN=PN38999BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2)
CUADRO=097 | FILA=38 | PN=PN39000BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2) > 1. Variación del saldo de RIN
CUADRO=097 | FILA=39 | PN=PN39001BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2) > 2. Efecto valuación
CUADRO=098 | FILA=8 | PN=PN39002BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4)
CUADRO=098 | FILA=9 | PN=PN39003BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 1. Bienes (a-b)
CUADRO=098 | FILA=10 | PN=PN39004BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 1. Bienes (a-b) > a. Exportaciones 2/
CUADRO=098 | FILA=11 | PN=PN39005BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 1. Bienes (a-b) > b. Importaciones
CUADRO=098 | FILA=12 | PN=PN39006BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 2. Servicios (a-b)
CUADRO=098 | FILA=13 | PN=PN39007BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 2. Servicios (a-b) > a. Exportaciones
CUADRO=098 | FILA=14 | PN=PN39008BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 2. Servicios (a-b) > b. Importaciones
CUADRO=098 | FILA=15 | PN=PN39009BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 3. Ingreso primario (a+b)
CUADRO=098 | FILA=16 | PN=PN39010BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 3. Ingreso primario (a+b) > a. Privado
CUADRO=098 | FILA=17 | PN=PN39011BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 3. Ingreso primario (a+b) > b. Público
CUADRO=098 | FILA=18 | PN=PN39012BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 4. Ingreso secundario
CUADRO=098 | FILA=19 | PN=PN39013BQ | DESC=I. CUENTA CORRIENTE (1+2+3+4) > 4. Ingreso secundario > del cual: Remesas del exterior
CUADRO=098 | FILA=21 | PN=PN39014BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-)
CUADRO=098 | FILA=23 | PN=PN39015BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 1. Sector privado (a-b)
CUADRO=098 | FILA=24 | PN=PN39016BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 1. Sector privado (a-b) > a. Activos
CUADRO=098 | FILA=25 | PN=PN39017BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 1. Sector privado (a-b) > b. Pasivos
CUADRO=098 | FILA=26 | PN=PN39018BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 2. Sector público (a-b)
CUADRO=098 | FILA=27 | PN=PN39019BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 2. Sector público (a-b) > a. Activos
CUADRO=098 | FILA=28 | PN=PN39020BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 2. Sector público (a-b) > b. Pasivos 4/
CUADRO=098 | FILA=29 | PN=PN39021BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 3. Capitales de corto plazo (a-b)
CUADRO=098 | FILA=30 | PN=PN39022BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 3. Capitales de corto plazo (a-b) > a. Activos
CUADRO=098 | FILA=31 | PN=PN39023BQ | DESC=II. CUENTA FINANCIERA (1+2+3) 3/ Acreedor neto (+) / Deudor neto (-) > 3. Capitales de corto plazo (a-b) > b. Pasivos
CUADRO=098 | FILA=33 | PN=PN39024BQ | DESC=III. FINANCIAMIENTO EXCEPCIONAL
CUADRO=098 | FILA=35 | PN=PN39025BQ | DESC=IV. ERRORES Y OMISIONES NETOS
CUADRO=098 | FILA=37 | PN=PN39026BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2)
CUADRO=098 | FILA=38 | PN=PN39027BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2) > 1. Variación del saldo de RIN
CUADRO=098 | FILA=39 | PN=PN39028BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2) > 2. Efecto valuación
CUADRO=098 | FILA=41 | PN=PN39029BQ | DESC=V. RESULTADO DE BALANZA DE PAGOS V = (I + III) - (II - IV) = (1-2) > 2. Efecto valuación > Producto Bruto Interno (millones de USD)
CUADRO=099 | FILA=8 | PN=PN39030BQ | DESC=1. EXPORTACIONES
CUADRO=099 | FILA=10 | PN=PN39031BQ | DESC=1. EXPORTACIONES > Productos tradicionales. 2/ 3/
CUADRO=099 | FILA=11 | PN=PN39032BQ | DESC=1. EXPORTACIONES > Productos no tradicionales
CUADRO=099 | FILA=12 | PN=PN39033BQ | DESC=1. EXPORTACIONES > Otros
CUADRO=099 | FILA=15 | PN=PN39034BQ | DESC=2. IMPORTACIONES
CUADRO=099 | FILA=17 | PN=PN39035BQ | DESC=2. IMPORTACIONES > Bienes de consumo
CUADRO=099 | FILA=18 | PN=PN39036BQ | DESC=2. IMPORTACIONES > Insumos
CUADRO=099 | FILA=19 | PN=PN39037BQ | DESC=2. IMPORTACIONES > Bienes de capital
CUADRO=099 | FILA=20 | PN=PN39038BQ | DESC=2. IMPORTACIONES > Otros bienes
CUADRO=099 | FILA=23 | PN=PN39039BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100)
CUADRO=099 | FILA=27 | PN=PN39040BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Índice de precios de X
CUADRO=099 | FILA=28 | PN=PN39041BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Índice de precios de M
CUADRO=099 | FILA=29 | PN=PN39042BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Términos de intercambio
CUADRO=099 | FILA=30 | PN=PN39043BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Índice de volumen de X
CUADRO=099 | FILA=31 | PN=PN39044BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Índice de volumen de M
CUADRO=099 | FILA=32 | PN=PN39045BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Índice de valor de X
CUADRO=099 | FILA=33 | PN=PN39046BQ | DESC=3. BALANZA COMERCIAL Nota: Variación porcentual respecto a similar período del año anterior: 4/ (Año 2007 = 100) > Índice de valor de M
CUADRO=100 | FILA=8 | PN=PN39054BQ | DESC=1. Productos tradicionales
CUADRO=100 | FILA=10 | PN=PN39055BQ | DESC=1. Productos tradicionales > Pesqueros
CUADRO=100 | FILA=11 | PN=PN39056BQ | DESC=1. Productos tradicionales > Agrícolas
CUADRO=100 | FILA=12 | PN=PN39057BQ | DESC=1. Productos tradicionales > Mineros 2/ 3/
CUADRO=100 | FILA=13 | PN=PN39058BQ | DESC=1. Productos tradicionales > Petróleo y gas natural
CUADRO=100 | FILA=15 | PN=PN39059BQ | DESC=2. Productos no tradicionales
CUADRO=100 | FILA=17 | PN=PN39060BQ | DESC=2. Productos no tradicionales > Agropecuarios
CUADRO=100 | FILA=18 | PN=PN39061BQ | DESC=2. Productos no tradicionales > Pesqueros
CUADRO=100 | FILA=19 | PN=PN39062BQ | DESC=2. Productos no tradicionales > Textiles
CUADRO=100 | FILA=20 | PN=PN39063BQ | DESC=2. Productos no tradicionales > Maderas y papeles, y sus manufacturas
CUADRO=100 | FILA=21 | PN=PN39064BQ | DESC=2. Productos no tradicionales > Químicos
CUADRO=100 | FILA=22 | PN=PN39065BQ | DESC=2. Productos no tradicionales > Minerales no metálicos
CUADRO=100 | FILA=23 | PN=PN39066BQ | DESC=2. Productos no tradicionales > Sidero-metalúrgicos y joyería
CUADRO=100 | FILA=24 | PN=PN39067BQ | DESC=2. Productos no tradicionales > Metal-mecánicos
CUADRO=100 | FILA=25 | PN=PN39068BQ | DESC=2. Productos no tradicionales > Otros 4/
CUADRO=100 | FILA=27 | PN=PN39069BQ | DESC=3. Otros 5/
CUADRO=100 | FILA=29 | PN=PN39070BQ | DESC=4. TOTAL EXPORTACIONES
CUADRO=100 | FILA=34 | PN=PN39071BQ | DESC=4. TOTAL EXPORTACIONES > Pesqueros
CUADRO=100 | FILA=35 | PN=PN39072BQ | DESC=4. TOTAL EXPORTACIONES > Agrícolas
CUADRO=100 | FILA=36 | PN=PN39073BQ | DESC=4. TOTAL EXPORTACIONES > Mineros
CUADRO=100 | FILA=37 | PN=PN39074BQ | DESC=4. TOTAL EXPORTACIONES > Petróleo y gas natural
CUADRO=100 | FILA=39 | PN=PN39075BQ | DESC=4. TOTAL EXPORTACIONES > TRADICIONALES
CUADRO=100 | FILA=40 | PN=PN39076BQ | DESC=4. TOTAL EXPORTACIONES > NO TRADICIONALES
CUADRO=100 | FILA=41 | PN=PN39077BQ | DESC=4. TOTAL EXPORTACIONES > OTROS
CUADRO=100 | FILA=43 | PN=PN39078BQ | DESC=4. TOTAL EXPORTACIONES > TOTAL
CUADRO=101 | FILA=8 | PN=PN39079BQ | DESC=PESQUEROS
CUADRO=101 | FILA=9 | PN=PN39080BQ | DESC=Harina de pescado
CUADRO=101 | FILA=10 | PN=PN39081BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=11 | PN=PN39082BQ | DESC=Precio (USD/tm)
CUADRO=101 | FILA=13 | PN=PN39083BQ | DESC=Aceite de pescado
CUADRO=101 | FILA=14 | PN=PN39084BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=15 | PN=PN39085BQ | DESC=Precio (USD/tm)
CUADRO=101 | FILA=17 | PN=PN39086BQ | DESC=AGRÍCOLAS
CUADRO=101 | FILA=18 | PN=PN39087BQ | DESC=Algodón
CUADRO=101 | FILA=19 | PN=PN39088BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=20 | PN=PN39089BQ | DESC=Precio (USD/tm)
CUADRO=101 | FILA=22 | PN=PN39090BQ | DESC=Azúcar
CUADRO=101 | FILA=23 | PN=PN39091BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=24 | PN=PN39092BQ | DESC=Precio (USD/tm)
CUADRO=101 | FILA=26 | PN=PN39093BQ | DESC=Café
CUADRO=101 | FILA=27 | PN=PN39094BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=28 | PN=PN39095BQ | DESC=Precio (USD/tm)
CUADRO=101 | FILA=30 | PN=PN39096BQ | DESC=Resto de agrícolas 2/
CUADRO=101 | FILA=32 | PN=PN39097BQ | DESC=MINEROS 3/
CUADRO=101 | FILA=33 | PN=PN39098BQ | DESC=Cobre
CUADRO=101 | FILA=34 | PN=PN39099BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=35 | PN=PN39100BQ | DESC=Precio (¢USD/lb.)
CUADRO=101 | FILA=37 | PN=PN39101BQ | DESC=Estaño
CUADRO=101 | FILA=38 | PN=PN39102BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=39 | PN=PN39103BQ | DESC=Precio (¢USD/lb.)
CUADRO=101 | FILA=41 | PN=PN39104BQ | DESC=Hierro
CUADRO=101 | FILA=42 | PN=PN39105BQ | DESC=Volumen (millones tm)
CUADRO=101 | FILA=43 | PN=PN39106BQ | DESC=Precio (USD/tm)
CUADRO=101 | FILA=45 | PN=PN39107BQ | DESC=Oro 4/
CUADRO=101 | FILA=46 | PN=PN39108BQ | DESC=Volumen (miles oz.tr.)
CUADRO=101 | FILA=47 | PN=PN39109BQ | DESC=Precio (USD/oz.tr.)
CUADRO=101 | FILA=49 | PN=PN39110BQ | DESC=Plata refinada
CUADRO=101 | FILA=50 | PN=PN39111BQ | DESC=Volumen (millones oz.tr.)
CUADRO=101 | FILA=51 | PN=PN39112BQ | DESC=Precio (USD/oz.tr.)
CUADRO=101 | FILA=53 | PN=PN39113BQ | DESC=Plomo 5/
CUADRO=101 | FILA=54 | PN=PN39114BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=55 | PN=PN39115BQ | DESC=Precio (¢USD/lb.)
CUADRO=101 | FILA=57 | PN=PN39116BQ | DESC=Zinc
CUADRO=101 | FILA=58 | PN=PN39117BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=59 | PN=PN39118BQ | DESC=Precio (¢USD/lb.)
CUADRO=101 | FILA=61 | PN=PN39119BQ | DESC=Molibdeno
CUADRO=101 | FILA=62 | PN=PN39120BQ | DESC=Volumen (miles tm)
CUADRO=101 | FILA=63 | PN=PN39121BQ | DESC=Precio (¢USD/lb.)
CUADRO=101 | FILA=65 | PN=PN39122BQ | DESC=Resto de mineros 6/
CUADRO=101 | FILA=67 | PN=PN39123BQ | DESC=PETRÓLEO Y GAS NATURAL
CUADRO=101 | FILA=68 | PN=PN39124BQ | DESC=Petróleo crudo y derivados
CUADRO=101 | FILA=69 | PN=PN39125BQ | DESC=Volumen (millones bs.)
CUADRO=101 | FILA=70 | PN=PN39126BQ | DESC=Precio (USD/b)
CUADRO=101 | FILA=72 | PN=PN39127BQ | DESC=Gas natural
CUADRO=101 | FILA=73 | PN=PN39128BQ | DESC=Volumen (miles m3)
CUADRO=101 | FILA=74 | PN=PN39129BQ | DESC=Precio (USD/m3)
CUADRO=101 | FILA=76 | PN=PN39130BQ | DESC=PRODUCTOS TRADICIONALES
CUADRO=102 | FILA=8 | PN=PN39146BQ | DESC=AGROPECUARIOS
CUADRO=102 | FILA=9 | PN=PN39147BQ | DESC=Legumbres
